Name,Notes,slide
Frozen Tissue Section - Congestive Heart Failure: Heart,http://www.biochain.com/product/frozen-tissue-section-congestive-heart-failure-heart/,T1236122Hd-6-B510077
"Frozen Tissue Section - Arrhythmia, infarct: Heart Atrium, left",http://www.biochain.com/product/frozen-tissue-section-arrhythmia-infarct-heart-atrium-left/,T1236126Hd-1-B202132
"Frozen Tissue Section - Hypertension: Heart Atrium, left",http://www.biochain.com/product/frozen-tissue-section-hypertension-heart-atrium-left/,T1236126Hd-2
"Frozen Tissue Section - Arrhythmia, infarct: Heart Atrium, right",http://www.biochain.com/product/frozen-tissue-section-arrhythmia-infarct-heart-atrium-right/,T1236127Hd-1-B202133
"Frozen Tissue Section - Hypertension: Heart Atrium, right",http://www.biochain.com/product/frozen-tissue-section-hypertension-heart-atrium-right/,T1236127Hd-2
"Frozen Tissue Section - Arrhythmia, infarct: Interventricular Septum",http://www.biochain.com/product/frozen-tissue-section-arrhythmia-infarct-interventricular-septum/,T1236130Hd-1-B202134
Frozen Tissue Section - Hypertension: Interventricular Septum,http://www.biochain.com/product/frozen-tissue-section-hypertension-interventricular-septum/,T1236130Hd-2
Frozen Tissue Section - Lupus: Heart: Pericardium,http://www.biochain.com/product/frozen-tissue-section-lupus-heart-pericardium/,T1236133Lup-A804258
"Frozen Tissue Section - Arrhythmia, infarct: Heart Ventricle, left",http://www.biochain.com/product/frozen-tissue-section-arrhythmia-infarct-heart-ventricle-left/,T1236138Hd-1-B209049
"Frozen Tissue Section - Hypertension: Heart Ventricle, left",http://www.biochain.com/product/frozen-tissue-section-hypertension-heart-ventricle-left/,T1236138Hd-2-A804192
"Frozen Tissue Section - Arrhythmia, infarct: Heart Ventricle, right",http://www.biochain.com/product/frozen-tissue-section-arrhythmia-infarct-heart-ventricle-right/,T1236139Hd-1-B201245
"Frozen Tissue Section - Hypertension: Heart Ventricle, right",http://www.biochain.com/product/frozen-tissue-section-hypertension-heart-ventricle-right/,T1236139Hd-2
Frozen Tissue Section - Human Diabetic Diseased Tissue: Kidney,http://www.biochain.com/product/frozen-tissue-section-human-diabetic-diseased-tissue-kidney/,T1236142Dia-B610182
Frozen Tissue Section - Hypertension: Kidney,http://www.biochain.com/product/frozen-tissue-section-hypertension-kidney/,T1236142Hd-2-B808135
Frozen Tissue Section - Lupus: Kidney,http://www.biochain.com/product/frozen-tissue-section-lupus-kidney/,T1236142Lup-C104084
Frozen Tissue Section - Human Diabetic Diseased Tissue: Liver,http://www.biochain.com/product/frozen-tissue-section-human-diabetic-diseased-tissue-liver/,T1236149Dia-B507098
Frozen Tissue Section - Human Diabetic Diseased Tissue: Lung,http://www.biochain.com/product/frozen-tissue-section-human-diabetic-diseased-tissue-lung/,T1236152Dia-B304036
Frozen Tissue Section - Asthma: Lung,http://www.biochain.com/product/frozen-tissue-section-asthma-lung/,T1236152Ld-1-B102008
Frozen Tissue Section - Bronchitis: Lung,http://www.biochain.com/product/frozen-tissue-section-bronchitis-lung/,T1236152Ld-2-B107025
Frozen Tissue Section - Emphysema: Lung,http://www.biochain.com/product/frozen-tissue-section-emphysema-lung/,T1236152Ld-3-B105105
Frozen Tissue Section - Pneumonia: Lung,http://www.biochain.com/product/frozen-tissue-section-pneumonia-lung/,T1236152Ld-4-B105106
Frozen Tissue Section - Pulmonary Embolism: Lung,http://www.biochain.com/product/frozen-tissue-section-pulmonary-embolism-lung/,T1236152Ld-5-B511216
Frozen Tissue Section - Human Diabetic Diseased Tissue: Skeletal Muscle,http://www.biochain.com/product/frozen-tissue-section-human-diabetic-diseased-tissue-skeletal-muscle/,T1236171Dia-B207223
Frozen Tissue Section - Lupus: Ovary,http://www.biochain.com/product/frozen-tissue-section-lupus-ovary/,T1236183Lup-A804256
Frozen Tissue Section - Human Diabetic Diseased Tissue: Pancreas,http://www.biochain.com/product/frozen-tissue-section-human-diabetic-diseased-tissue-pancreas/,T1236188Dia-B610183
Frozen Tissue Section - Lupus: Pancreas,http://www.biochain.com/product/frozen-tissue-section-lupus-pancreas/,T1236188Lup-A804257
Frozen Tissue Section - Liver Cirrhosis: Prostate,http://www.biochain.com/product/frozen-tissue-section-liver-cirrhosis-prostate/,T1236201Lcs-A709067
Frozen Tissue Section - Human Diabetic Diseased Tissue: Skin,http://www.biochain.com/product/frozen-tissue-section-human-diabetic-diseased-tissue-skin/,T1236218Dia-B812030
Frozen Tissue Section - Human Diabetic Diseased Tissue: Small Intestine: Ileum,http://www.biochain.com/product/frozen-tissue-section-human-diabetic-diseased-tissue-small-intestine-ileum/,T1236227Dia-B802052
Frozen Tissue Section - Human Diabetic Diseased Tissue: Small Intestine: Jejunum,http://www.biochain.com/product/frozen-tissue-section-human-diabetic-diseased-tissue-small-intestine-jejunum/,T1236230Dia
Frozen Tissue Section - Lupus: Spinal Cord,http://www.biochain.com/product/frozen-tissue-section-lupus-spinal-cord/,T1236234Lup-A611171
Frozen Tissue Section - Human Diabetic Diseased Tissue: Spleen,http://www.biochain.com/product/frozen-tissue-section-human-diabetic-diseased-tissue-spleen/,T1236246Dia-B202153
Frozen Tissue Section - Lupus: Spleen,http://www.biochain.com/product/frozen-tissue-section-lupus-spleen/,T1236246Lup
Frozen Tissue Section - Human Diabetic Diseased Tissue: Stomach,http://www.biochain.com/product/frozen-tissue-section-human-diabetic-diseased-tissue-stomach/,T1236248Dia
Paraffin Tissue Section - Human Adult Normal: Adipose,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-adipose/,T2234003-A808183
Paraffin Tissue Section - Human Adult Normal: Adrenal,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-adrenal/,T2234004-A804055
Paraffin Tissue Section - Human Adult Normal: Appendix,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-appendix/,T2234006-A512212
Paraffin Tissue Section - Human Adult Normal: Bladder,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-bladder/,T2234010-C402003
Paraffin Tissue Section - Human Adult Normal: Blood Vessel: Artery,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-blood-vessel-artery/,T2234013-B811013
Paraffin Tissue Section - Human Adult Normal: Blood Vessel: Brain Artery,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-blood-vessel-brain-artery/,T2234014-A603603
Paraffin Tissue Section - Human Adult Normal: Blood Vessel: Coronary Artery,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-blood-vessel-coronary-artery/,T2234017
Paraffin Tissue Section - Human Adult Normal: Blood Vessel: Vein,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-blood-vessel-vein/,T2234020-A401022
Paraffin Tissue Section - Human Adult Normal: Brain,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain/,T2234035-C211213
Paraffin Tissue Section - Human Adult Normal: Brain: Amygdala,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-amygdala/,T2234036-A603605
Paraffin Tissue Section - Human Adult Normal: Brain: Basal Ganglia,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-basal-ganglia/,T2234037-B903253
Paraffin Tissue Section - Human Adult Normal: Brain: Cerebellar Peduncles,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-cerebellar-peduncles/,T2234038-A605327
Paraffin Tissue Section - Human Adult Normal: Brain: Cerebellum,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-cerebellum/,T2234039-C407460
Paraffin Tissue Section - Human Adult Normal: Brain: Cerebellum (left),http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-cerebellum-left/,T2234040-A605328
Paraffin Tissue Section - Human Adult Normal: Brain: Cerebellum (right),http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-cerebellum-right/,T2234041-A605329
Paraffin Tissue Section - Human Adult Normal: Brain: Cerebral Cortex,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-cerebral-cortex/,T2234042-C506018
Paraffin Tissue Section - Human Adult Normal: Brain: Cerebral Meninges,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-cerebral-meninges/,T2234043-A603069
Paraffin Tissue Section - Human Adult Normal: Brain: Choroid Plexus,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-choroid-plexus/,T2234044-C101221
Paraffin Tissue Section - Human Adult Normal: Brain: Corpus Callosum,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-corpus-callosum/,T2234045-A611063
Paraffin Tissue Section - Human Adult Normal: Brain: Corpora Mamillare,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-corpora-mamillare/,T2234047-A303084
Paraffin Tissue Section - Human Adult Normal: Brain: Diencephalon,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-diencephalon/,T2234049-A603612
Paraffin Tissue Section - Human Adult Normal: Brain: Frontal Lobe,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-frontal-lobe/,T2234051-C301017
Paraffin Tissue Section - Human Adult Normal: Brain: Hippocampus,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-hippocampus/,T2234052-C311130
Paraffin Tissue Section - Human Adult Normal: Brain: Insula,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-insula/,T2234055-A603614
Paraffin Tissue Section - Human Adult Normal: Brain: Medulla Oblongata,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-medulla-oblongata/,T2234057-A712113
Paraffin Tissue Section - Human Adult Normal: Brain: Midbrain,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-midbrain/,T2234059-C404098
Paraffin Tissue Section - Human Adult Normal: Brain: Occipital Lobe,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-occipital-lobe/,T2234062-A804119
Paraffin Tissue Section - Human Adult Normal: Brain: Olfactory ( region),http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-olfactory-region/,T2234063-A605322
Paraffin Tissue Section - Human Adult Normal: Brain: Optic Nerve,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-optic-nerve/,T2234064-A605323
Paraffin Tissue Section - Human Adult Normal: Brain: Parietal Lobe,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-parietal-lobe/,T2234066-B903252
Paraffin Tissue Section - Human Adult Normal: Brain: Pineal Gland,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-pineal-gland/,T2234067-A506109
Paraffin Tissue Section - Human Adult Normal: Brain: Pituitary,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-pituitary/,T2234068-C408227
Paraffin Tissue Section - Human Adult Normal: Brain: Pons,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-pons/,T2234071-A712014
Paraffin Tissue Section - Human Adult Normal: Brain: Postcentral Gyrus,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-postcentral-gyrus/,T2234072-A709088
Paraffin Tissue Section - Human Adult Normal: Brain: Precentral Gyrus,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-precentral-gyrus/,T2234073-A709087
Paraffin Tissue Section - Human Adult Normal: Brain: Temporal Lobe,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-temporal-lobe/,T2234078-B902093
Paraffin Tissue Section - Human Adult Normal: Brain: Thalamus,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-thalamus/,T2234079
Paraffin Tissue Section - Human Adult Normal: Brain: Tonsilla Cerebelli,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-tonsilla-cerebelli/,T2234080-A611062
Paraffin Tissue Section - Human Adult Normal: Brain: Tuberculum Cinereum,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-tuberculum-cinereum/,T2234081-A605325
Paraffin Tissue Section - Human Adult Normal: Brain: Vermis Cerebelli,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-brain-vermis-cerebelli/,T2234082-A605326
Paraffin Tissue Section - Human Adult Normal: Breast,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-breast/,T2234086-B608325
Paraffin Tissue Section - Human Adult Normal: Colon,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-colon/,T2234090-C501483
Paraffin Tissue Section - Human Adult Normal: Ductus Deferens,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-ductus-deferens/,T2234100-B402118
Paraffin Tissue Section - Human Adult Normal: Epididymis,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-epididymis/,T2234105-A507347
Paraffin Tissue Section - Human Adult Normal: Esophagus,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-esophagus/,T2234106-A509220
Paraffin Tissue Section - Human Adult Normal: Eye: Retina,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-eye-retina/,T2234110-C307168
Paraffin Tissue Section - Human Adult Normal: Gallbladder,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-gallbladder/,T2234118-A603631
Paraffin Tissue Section - Human Adult Normal: Heart,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-heart/,T2234122-C406269
Paraffin Tissue Section - Human Adult Normal: Heart: Aorta Valve,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-heart-aorta-valve/,T2234123
Paraffin Tissue Section - Human Adult Normal: Heart: Arcus Aortae,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-heart-arcus-aortae/,T2234124-B509002
Paraffin Tissue Section - Human Adult Normal: Heart: Atrium (left),http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-heart-atrium-left/,T2234126-C102293
Paraffin Tissue Section - Human Adult Normal: Heart: Atrium (right),http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-heart-atrium-right/,T2234127-B310015
Paraffin Tissue Section - Human Adult Normal: Heart: Auricula (left),http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-heart-auricula-left/,T2234128-B908110
Paraffin Tissue Section - Human Adult Normal: Heart: Auricula (right),http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-heart-auricula-right/,T2234129
Paraffin Tissue Section - Human Adult Normal: Heart: Interventricular Septum,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-heart-interventricular-septum/,T2234130-B402124
Paraffin Tissue Section - Human Adult Normal: Heart: Mitral Valve,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-heart-mitral-valve/,T2234131-A603559
Paraffin Tissue Section - Human Adult Normal: Heart: Papilla Muscle,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-heart-papilla-muscle/,T2234132-A603213
Paraffin Tissue Section - Human Adult Normal: Heart: Pericardium,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-heart-pericardium/,T2234133-A806146
Paraffin Tissue Section - Human Adult Normal: Heart: Pulmonary Artery,http://www.biochain.com/product/paraffin-tissue-section-human-adult-normal-heart-pulmonary-artery/,T2234134-A603562
